dateChecked,state,positive,negative,pending,hospitalizedCumulative,death,inIcuCumulative,onVentilatorCumulative,recovered,total,hash,hospitalizedCurrently,onVentilatorCurrently,inIcuCurrently,totalTestResults,posNeg,fips,deathIncrease,hospitalizedIncrease,negativeIncrease,positiveIncrease,totalTestResultsIncrease
3/30/2020,WA,4896,60566,,254,195,,,,65462,c734382e8a516a0f55f370aacda4ac92b877649e,,,,65462,65462,53,6,0,5670,586,6256
3/31/2020,WA,4896,60566,,254,195,,,,65462,215fd829abdd735dea112aded7893ab62d5310ac,,,,65462,65462,53,0,0,0,0,0
4/1/2020,WA,5634,60566,,254,224,,,,66200,d6cb23f0dc40421b2d167caba2408a74cfcaf9a1,,,,66200,66200,53,29,0,0,738,738
4/2/2020,WA,5984,68814,,254,247,,,,74798,85955197769abfbadd9dcbe4a2678ab67b3e6822,,,,74798,74798,53,23,0,8248,350,8598
4/3/2020,WA,6585,72833,,254,262,,,,79418,959e56f464378567061d69a9f5fe856b61563bc4,,,,79418,79418,53,15,0,4019,601,4620
3/4/2020,WI,1,19,6,,,,,,26,c1fede94be9a426dc9c3b5d26d33b9f168fec21c,,,,20,20,55,,,,,
3/5/2020,WI,1,19,6,,,,,,26,3620b6a39cef411a89d895ac830c5c954ce63541,,,,20,20,55,0,0,0,0,0
3/6/2020,WI,1,31,12,,,,,,44,b96ccd39757d6ceed4a2d639e0095b3d8f8f3434,,,,32,32,55,0,0,12,0,12
3/7/2020,WI,1,31,12,,,,,,44,6ed08976196b8624bb1e5ae7c5fa420f672cd583,,,,32,32,55,0,0,0,0,0
3/8/2020,WI,1,31,12,,,,,,44,b834c9b5c7a55a60692aace16160db4e77576973,,,,32,32,55,0,0,0,0,0
3/9/2020,WI,1,36,,,,,,,37,e29cff75f4e2deeb5547eee65bcb33cdc75c2fd8,,,,37,37,55,0,0,5,0,5
3/10/2020,WI,2,36,,,,,,,38,6547fab519037da58609fee7229c4673423a5614,,,,38,38,55,0,0,0,1,1
3/11/2020,WI,3,43,,,,,,,46,cd76c7d7754176cb52177b3b9327eeeb6752d492,,,,46,46,55,0,0,7,1,8
3/12/2020,WI,8,84,,,,,,,92,95e71f1997094b8460d58d94f2899a4b774e8a1d,,,,92,92,55,0,0,41,5,46
3/13/2020,WI,19,169,,,,,,,188,3936ef13cd65e7b15ac22d0d981357b9f6dcce8d,,,,188,188,55,0,0,85,11,96
3/14/2020,WI,19,169,,,,,,,188,8f1ed69b1d5723cbd5b18d1ec332fa4f83bde08a,,,,188,188,55,0,0,0,0,0
3/15/2020,WI,33,313,,,,,,,346,76f9cefe3cbfb28b81648f15bcc59d6507801772,,,,346,346,55,0,0,144,14,158
3/16/2020,WI,47,504,,,,,,,551,a2e7539f5f950647edc9fab483be3672a3ca189e,,,,551,551,55,0,0,191,14,205
3/17/2020,WI,72,1038,,,,,,,1110,8c430e85d8bacf4fcd9637ea1fc9d554eac52d2c,,,,1110,1110,55,0,0,534,25,559
3/18/2020,WI,106,1577,,,,,,,1683,c6687fa3edbbc8d56cf9953ddbf05a0988642570,,,,1683,1683,55,0,0,539,34,573
3/19/2020,WI,155,2192,,,,,,,2347,04cf4cb3009a0ce03e8c1a25c0fab069f3b6e5bc,,,,2347,2347,55,0,0,615,49,664
3/20/2020,WI,206,3455,,,3,,,,3661,93fb2a48a14e3d7dc1b46f9735b75d4f211b378b,,,,3661,3661,55,3,0,1263,51,1314
3/21/2020,WI,281,4628,,,4,,,,4909,ba16b5db1cba4db66a6ee6542b106fe8c6241158,,,,4909,4909,55,1,0,1173,75,1248
3/22/2020,WI,385,6230,,,4,,,,6615,5c152a9b70d088a432901c770430f27845f16456,,,,6615,6615,55,0,0,1602,104,1706
3/23/2020,WI,416,7050,,,5,,,,7466,4d367dd2bdc949d101983f7dca73a29062b3f1f7,,,,7466,7466,55,1,0,820,31,851
3/24/2020,WI,457,8237,,,5,,,,8694,f3b3b8071eeb99db0f8a0ba361cffbf1d17aa843,,,,8694,8694,55,0,0,1187,41,1228
3/25/2020,WI,585,10089,,,7,,,,10674,990d1cee0a0325690dd1ddb866cc2ec4d457130a,,,,10674,10674,55,2,0,1852,128,1980
3/26/2020,WI,707,11583,,,8,,,,12290,9683cfe2bd653af14dcfc375a493d40198712796,,,,12290,12290,55,1,0,1494,122,1616
3/27/2020,WI,842,13140,,,13,,,,13982,8c63c548c621e8d51f2c08c5e2e7a34947238262,,,,13982,13982,55,5,0,1557,135,1692
3/28/2020,WI,989,15232,,,13,,,,16221,cc9a38626e488667d80901c4814ba600f9f923cb,,,,16221,16221,55,0,0,2092,147,2239
3/29/2020,WI,1112,16550,,,13,,,,17662,8687db826f68ba2e1871b9798043b5acf7de9e5e,,,,17662,17662,55,0,0,1318,123,1441
3/30/2020,WI,1221,15856,,,14,,,,17077,23dce446b3a30d5d3dda0c1c88c909196d75aaab,,,,17077,17077,55,1,0,-694,109,-585
3/31/2020,WI,1351,17375,,337,16,,,,18726,5743ca4c966b5e5a927d00d404c31fbb7cc91341,,,,18726,18726,55,2,337,1519,130,1649
4/1/2020,WI,1550,18819,,398,24,,,,20369,3a304dc1edaaf3c59465b033f7b4aa76ad3dec32,,,,20369,20369,55,8,61,1444,199,1643
4/2/2020,WI,1730,20317,,461,31,,,,22047,834fc46c2905f903a94bd047bced3c8b65158dbe,,,,22047,22047,55,7,63,1498,180,1678
4/3/2020,WI,1912,22377,,487,37,,,,24289,ac2e774ab91aaf87bd106a4d19ddc35d0a14d163,,,,24289,24289,55,6,26,2060,182,2242
3/6/2020,WV,0,1,4,,,,,,5,68d062b16bb06f20eabeb52ee79544ec7a511018,,,,1,1,54,,,,,
3/7/2020,WV,0,2,3,,,,,,5,709d5b8a2116344cd59199a1b319fae5f11d6bca,,,,2,2,54,0,0,1,0,1
3/8/2020,WV,0,2,3,,,,,,5,4baf5efaa3462e45c3a086d03ba4bf9376b10202,,,,2,2,54,0,0,0,0,0
3/9/2020,WV,0,2,3,,,,,,5,8e4b9a84bdbba65581c2287854f03105e8e97149,,,,2,2,54,0,0,0,0,0
3/10/2020,WV,0,2,3,,,,,,5,a0f64043e0dbb8a0390316af34e6ae60a7913160,,,,2,2,54,0,0,0,0,0
3/11/2020,WV,0,3,2,,,,,,5,d4710e9f30d17c17211938eeec385ecf4bc5b2f0,,,,3,3,54,0,0,1,0,1
3/12/2020,WV,0,7,1,,,,,,8,f0363560bc99a7f3bb66a17c11ced07c055ec423,,,,7,7,54,0,0,4,0,4
3/13/2020,WV,0,17,4,,,,,,21,10eb8c5e07049f2c299d03ef30ceb60a49142335,,,,17,17,54,0,0,10,0,10
3/14/2020,WV,0,26,5,,,,,,31,7e27957cf04398b64db2982ccd580fd5455ffebb,,,,26,26,54,0,0,9,0,9
3/15/2020,WV,0,38,1,,0,,,,39,36d80d812a5ba34def01d46af9f6a7760b182f43,,,,38,38,54,0,0,12,0,12
3/16/2020,WV,0,80,4,,0,,,,84,24af6da70ac0da2f7126fe3a29931ee7d556ffe6,,,,80,80,54,0,0,42,0,42
3/17/2020,WV,0,80,4,,0,,,,84,f2463136e4acc78a08320ea32d916ae7a9a305e8,,,,80,80,54,0,0,0,0,0
3/18/2020,WV,1,122,14,,0,,,,137,59817e48b32e3f860eed291a8785c1af5c5fc047,,,,123,123,54,0,0,42,1,43
3/19/2020,WV,2,143,3,,0,,,,148,c23463a2d10fb3bc76b7e446714b77ece8a03d77,,,,145,145,54,0,0,21,1,22
3/20/2020,WV,7,219,13,,0,,,,239,c12a447783ded752c0d37b29337ca4aa055bafab,,,,226,226,54,0,0,76,5,81
3/21/2020,WV,11,330,2,1,0,,,,343,f3880f455a42ec088a063f9603e227fe8aa81d3f,,,,341,341,54,0,1,111,4,115
3/22/2020,WV,12,385,1,1,0,,,,398,0d111a66e470107a431de577c6d88b5504353ada,,,,397,397,54,0,0,55,1,56
3/23/2020,WV,16,444,4,1,0,,,,464,93a7366dbdbbe8314dac0702465b28a583e20467,,,,460,460,54,0,0,59,4,63
3/24/2020,WV,20,610,0,1,0,,,,630,b1e8c04bf831d17f0262bc42ab7656b32f937f44,,,,630,630,54,0,0,166,4,170
3/25/2020,WV,39,759,6,1,0,,,,804,e23f509ba05bca7c485e27672c0beea77f7608e7,,,,798,798,54,0,0,149,19,168
3/26/2020,WV,51,1031,19,1,0,,,,1101,ea32f587f060c45231c6013fa4924abbc339400a,,,,1082,1082,54,0,0,272,12,284
3/27/2020,WV,76,1779,43,1,0,,,,1898,67ad4031bd5dd9dfb1b414880205d3698549469c,,,,1855,1855,54,0,0,748,25,773
3/28/2020,WV,96,2331,6,1,0,,,,2433,673594f71200f16f129f2a5e2d70765e7785bb3e,,,,2427,2427,54,0,0,552,20,572
3/29/2020,WV,113,2705,0,1,0,,,,2818,95339cc3a82c7850a55cdc2d30895277e29795d5,,,,2818,2818,54,0,0,374,17,391
3/30/2020,WV,126,2984,0,1,1,,,,3110,ce4f1662c7da92e2834a2a7b3bfdc61882f80794,,,,3110,3110,54,1,0,279,13,292
3/31/2020,WV,162,3981,,1,1,,,,4143,8e2d2b08f0436cdcaf61239f004ddbef807c2a89,,,,4143,4143,54,0,0,997,36,1033
4/1/2020,WV,191,4384,,1,1,,,,4575,264082faaa6983c76d88bf13c4444943677bfd72,,,,4575,4575,54,0,0,403,29,432
4/2/2020,WV,217,5276,,1,2,,,,5493,bf37a7e21c11c01b281839b088a20c114f1455eb,,,,5493,5493,54,1,0,892,26,918
4/3/2020,WV,237,6130,,1,2,,,,6367,0d5735f82295c4874f145fbc22684001af9837e6,,,,6367,6367,54,0,0,854,20,874
3/7/2020,WY,0,,,,,,,,0,265de6c0d476b4e78ad567a501a52ea9d1846184,,,,0,0,56,,,,,
3/8/2020,WY,0,,,,,,,,0,04b812c8dbb7bd7a7c1c24bb7e3b1116fb1cfa96,,,,0,0,56,0,0,0,0,0
3/9/2020,WY,0,,,,,,,,0,c052da9af9257ed5150197a38c4d1cf9cb5992b0,,,,0,0,56,0,0,0,0,0
3/10/2020,WY,0,0,0,,,,,,0,7386ca913797703a8f0738ff599605f36db6d06b,,,,0,0,56,0,0,0,0,0
3/11/2020,WY,0,,,,,,,,0,b2a970a45b39b2c7ec078c35757610c22241c0f6,,,,0,0,56,0,0,0,0,0
3/12/2020,WY,1,,,,,,,,1,c8b2e0e377fc5c379d3775630a3ae430fb21861b,,,,1,1,56,0,0,0,1,1
3/13/2020,WY,1,,,,,,,,1,610cc4a0b9c9015f6214bfe928f0acf116f8b75c,,,,1,1,56,0,0,0,0,0
3/14/2020,WY,2,,,,,,,,2,00d1959cf22a0162be10edb9d849b320e1db37e7,,,,2,2,56,0,0,0,1,1
3/15/2020,WY,3,,,,,,,,3,74566767a2c99e0bdfd11a6e545fd9ed02e9e716,,,,3,3,56,0,0,0,1,1
3/16/2020,WY,3,,,,,,,,3,b67f6088687e03e5ed66f4f27410a2bf8e4032f9,,,,3,3,56,0,0,0,0,0
3/17/2020,WY,10,95,,,,,,,105,bc3cae6af97386e715211063c8994c0a9d1c031f,,,,105,105,56,0,0,95,7,102
3/18/2020,WY,15,178,,,,,,,193,326e4562919b82e68eb5cf65710387eef18815f2,,,,193,193,56,0,0,83,5,88
3/19/2020,WY,18,271,,,,,,,289,9a473d25d0a19ff6338eb5f0dde81887ec30bef5,,,,289,289,56,0,0,93,3,96
3/20/2020,WY,19,331,,,,,,,350,d557b1046d1d80ef9d04b645dd96406c2a94a0e6,,,,350,350,56,0,0,60,1,61
3/21/2020,WY,23,438,,,,,,,461,063d5a2701dc617e21c78eacebf5071aca0390d6,,,,461,461,56,0,0,107,4,111
3/22/2020,WY,24,438,,,,,,,462,750fd7dc66060691c7f4a95b90a3f9f941c5222b,,,,462,462,56,0,0,0,1,1
3/23/2020,WY,26,592,,,,,,,618,61e5cc96d0195daeb49d495e5abec3130fbb841f,,,,618,618,56,0,0,154,2,156
3/24/2020,WY,29,710,,,,,,,739,98459e884507e1d53a1bdd0bc4cb1ab9ccd26ffc,,,,739,739,56,0,0,118,3,121
3/25/2020,WY,44,954,,,,,,7,998,9eeedd6bac08a0fa82e127b99fd62ab414a2f690,,,,998,998,56,0,0,244,15,259
3/26/2020,WY,53,1052,,,,,,12,1105,4fb67721dfe7158af2d510dc704638497f0a8359,,,,1105,1105,56,0,0,98,9,107
3/27/2020,WY,70,1211,,11,0,,,17,1281,ece3b4c4bd5b7103d4e083be4a022cb425a1924f,,,,1281,1281,56,0,11,159,17,176
3/28/2020,WY,82,1475,,14,0,,,18,1557,33814ce4191a5dcfd2db3346f01e91095209c877,,,,1557,1557,56,0,3,264,12,276
3/29/2020,WY,86,1554,,15,0,,,20,1640,521448649e211047b886a9ac18dbc0b0bd35cf3e,,,,1640,1640,56,0,1,79,4,83
3/30/2020,WY,94,1840,,17,0,,,24,1934,d063fc044d9f24bbc91ef6e673e1bc6e0a0b4e4b,,,,1934,1934,56,0,2,286,8,294
3/31/2020,WY,109,1999,,17,0,,,26,2108,56481c095ddf7e629ed8e0a3c0eedf3ce33180f7,,,,2108,2108,56,0,0,159,15,174
4/1/2020,WY,130,2218,,18,0,,,31,2348,a5690ff900709e2e51e09c47b186c26c6bb7d126,,,,2348,2348,56,0,1,219,21,240
4/2/2020,WY,150,2439,,19,0,,,31,2589,eb0c78de23230d157b8ec36ace867b3cb3657118,,,,2589,2589,56,0,1,221,20,241
4/3/2020,WY,162,2704,,21,0,,,37,2866,3fa4d519d76a3a9a53f819f66887a8a4f7587958,,,,2866,2866,56,0,2,265,12,277
